image,index,Image-URL-S,Image-URL-M,Image-URL-L
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=96x160 at 0x20B95E6D048>,503,http://images.amazon.com/images/P/0743424425.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743424425.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743424425.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95E6D2B0>,504,http://images.amazon.com/images/P/0786868015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868015.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=100x160 at 0x20B95E6D400>,505,http://images.amazon.com/images/P/0446610178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610178.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=113x160 at 0x20B95E6DBE0>,506,http://images.amazon.com/images/P/0684854953.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684854953.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684854953.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95E6DF60>,507,http://images.amazon.com/images/P/0743229878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743229878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743229878.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95E6D5F8>,508,http://images.amazon.com/images/P/0380617625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380617625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380617625.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=99x160 at 0x20B95E6D128>,509,http://images.amazon.com/images/P/0380732335.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380732335.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380732335.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95E6DEB8>,510,http://images.amazon.com/images/P/0385337132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385337132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385337132.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95E6D2E8>,511,http://images.amazon.com/images/P/0440235057.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440235057.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440235057.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95E6D278>,512,http://images.amazon.com/images/P/0445402040.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0445402040.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0445402040.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=106x160 at 0x20B95E5C4A8>,513,http://images.amazon.com/images/P/0618119760.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618119760.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618119760.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=109x160 at 0x20B95E8B550>,514,http://images.amazon.com/images/P/0871138646.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871138646.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0871138646.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=113x140 at 0x20B95E8B5F8>,515,http://images.amazon.com/images/P/0026329859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0026329859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0026329859.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95E8B6A0>,516,http://images.amazon.com/images/P/0060621257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060621257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060621257.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=106x160 at 0x20B95E8B4E0>,517,http://images.amazon.com/images/P/0060915544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060915544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060915544.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=106x160 at 0x20B95E8B128>,518,http://images.amazon.com/images/P/0060917016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060917016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060917016.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95E8B8D0>,519,http://images.amazon.com/images/P/0060925000.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060925000.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060925000.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95E6D358>,520,http://images.amazon.com/images/P/0060932759.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060932759.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060932759.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=100x160 at 0x20B95E6D3C8>,521,http://images.amazon.com/images/P/0061000280.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061000280.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061000280.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=124x160 at 0x20B95E5C9E8>,522,http://images.amazon.com/images/P/0192815318.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192815318.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192815318.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=105x160 at 0x20B95E6D710>,523,http://images.amazon.com/images/P/0312195516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312195516.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95E5CEF0>,524,http://images.amazon.com/images/P/0380792664.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380792664.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380792664.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=110x160 at 0x20B95E8B6D8>,525,http://images.amazon.com/images/P/0393048977.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393048977.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393048977.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95E8B080>,526,http://images.amazon.com/images/P/0399137807.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399137807.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399137807.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=114x160 at 0x20B95E8B9E8>,527,http://images.amazon.com/images/P/039914739X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914739X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914739X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=96x160 at 0x20B95E8BA90>,528,http://images.amazon.com/images/P/0451203046.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451203046.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451203046.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=96x160 at 0x20B95E8BB38>,529,http://images.amazon.com/images/P/0451410556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451410556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451410556.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95E8BBE0>,530,http://images.amazon.com/images/P/0451523318.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451523318.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451523318.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=100x160 at 0x20B95E8B7F0>,531,http://images.amazon.com/images/P/0486281965.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486281965.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486281965.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=100x160 at 0x20B95E8BD68>,532,http://images.amazon.com/images/P/0486292940.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486292940.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486292940.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95E8BE10>,533,http://images.amazon.com/images/P/051762639X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051762639X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051762639X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=105x160 at 0x20B95E8B2B0>,534,http://images.amazon.com/images/P/0684824442.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684824442.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684824442.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=99x160 at 0x20B95E8BF98>,535,http://images.amazon.com/images/P/0743458303.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743458303.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743458303.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95E8B630>,536,http://images.amazon.com/images/P/081296666X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081296666X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081296666X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=101x160 at 0x20B95E8B3C8>,537,http://images.amazon.com/images/P/0819215635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0819215635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0819215635.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95E8B0F0>,538,http://images.amazon.com/images/P/0880011025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0880011025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0880011025.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95E8BC18>,539,http://images.amazon.com/images/P/1561011525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1561011525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1561011525.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=102x160 at 0x20B95E6D208>,540,http://images.amazon.com/images/P/1877727083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1877727083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1877727083.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95E6DD30>,541,http://images.amazon.com/images/P/0486206173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486206173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486206173.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95E8BB70>,542,http://images.amazon.com/images/P/0312278586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312278586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312278586.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=103x160 at 0x20B95E8B208>,543,http://images.amazon.com/images/P/8845229041.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8845229041.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8845229041.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=103x160 at 0x20B95E8B518>,544,http://images.amazon.com/images/P/887641486X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/887641486X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/887641486X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=105x160 at 0x20B95E8BA58>,545,http://images.amazon.com/images/P/0140370900.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140370900.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140370900.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95E8B748>,546,http://images.amazon.com/images/P/0674511255.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0674511255.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0674511255.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95E8B438>,547,http://images.amazon.com/images/P/0030096189.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0030096189.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0030096189.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95E6D7B8>,548,http://images.amazon.com/images/P/0312965745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312965745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312965745.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95EA6518>,549,http://images.amazon.com/images/P/0345374657.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345374657.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345374657.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=106x160 at 0x20B95EA65C0>,550,http://images.amazon.com/images/P/0395710901.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395710901.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395710901.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95EA6668>,551,http://images.amazon.com/images/P/080521061X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080521061X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080521061X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=117x160 at 0x20B95EA6710>,552,http://images.amazon.com/images/P/0823032612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0823032612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0823032612.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=111x160 at 0x20B95EA67B8>,553,http://images.amazon.com/images/P/0679310002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679310002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679310002.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=109x160 at 0x20B95EA6860>,554,http://images.amazon.com/images/P/0312288115.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312288115.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312288115.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=110x160 at 0x20B95EA6908>,555,http://images.amazon.com/images/P/0316171107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316171107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316171107.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=94x160 at 0x20B95EA69B0>,556,http://images.amazon.com/images/P/0380710218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380710218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380710218.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=99x160 at 0x20B95EA6A58>,557,http://images.amazon.com/images/P/0515118656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515118656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515118656.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95EA6B00>,558,http://images.amazon.com/images/P/0553289063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553289063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553289063.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=95x160 at 0x20B95EA6748>,559,http://images.amazon.com/images/P/0671000306.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671000306.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671000306.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95E8BC88>,560,http://images.amazon.com/images/P/0671673688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671673688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671673688.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95E8B978>,561,http://images.amazon.com/images/P/1561672033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1561672033.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1561672033.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=103x160 at 0x20B95E6D4A8>,562,http://images.amazon.com/images/P/0425178242.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425178242.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425178242.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95EA6198>,563,http://images.amazon.com/images/P/0618173870.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618173870.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618173870.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95EA6550>,564,http://images.amazon.com/images/P/0156027321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156027321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156027321.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=108x160 at 0x20B95EA62B0>,565,http://images.amazon.com/images/P/0375403582.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375403582.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375403582.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=103x160 at 0x20B95EA6438>,566,http://images.amazon.com/images/P/0385721420.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385721420.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385721420.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=89x160 at 0x20B95EA6CC0>,567,http://images.amazon.com/images/P/0451202341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451202341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451202341.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=106x160 at 0x20B95EA6DA0>,568,http://images.amazon.com/images/P/0743418190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418190.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418190.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=103x160 at 0x20B95EA6E48>,569,http://images.amazon.com/images/P/0385335407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335407.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=105x160 at 0x20B95EA6EF0>,570,http://images.amazon.com/images/P/0965746828.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0965746828.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0965746828.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=105x160 at 0x20B95EA6F98>,571,http://images.amazon.com/images/P/0060923245.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060923245.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060923245.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=100x160 at 0x20B95EA6BE0>,572,http://images.amazon.com/images/P/0486272664.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486272664.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486272664.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=96x160 at 0x20B95EA6470>,573,http://images.amazon.com/images/P/0786015276.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786015276.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786015276.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95EA6CF8>,574,http://images.amazon.com/images/P/0060913509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060913509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060913509.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95EA6358>,575,http://images.amazon.com/images/P/0553272837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553272837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553272837.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=96x160 at 0x20B95EA6048>,576,http://images.amazon.com/images/P/0440225078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440225078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440225078.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=92x140 at 0x20B95EA6E80>,577,http://images.amazon.com/images/P/0312145543.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312145543.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312145543.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=99x160 at 0x20B95E499B0>,578,http://images.amazon.com/images/P/0425181111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425181111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425181111.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=100x160 at 0x20B95EBC518>,579,http://images.amazon.com/images/P/0380732688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380732688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380732688.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=106x160 at 0x20B95EA6A90>,580,http://images.amazon.com/images/P/0140286276.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140286276.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140286276.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=103x160 at 0x20B95EA6278>,581,http://images.amazon.com/images/P/0373484100.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484100.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484100.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=102x160 at 0x20B95EA6128>,582,http://images.amazon.com/images/P/0449907481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449907481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449907481.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=105x160 at 0x20B95EA6B38>,583,http://images.amazon.com/images/P/0553107305.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553107305.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553107305.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95EA64E0>,584,http://images.amazon.com/images/P/080213825X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080213825X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080213825X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=99x160 at 0x20B95E8B860>,585,http://images.amazon.com/images/P/0515127833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x160 at 0x20B95EA61D0>,586,http://images.amazon.com/images/P/0345441133.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345441133.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345441133.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=96x160 at 0x20B95EBC3C8>,587,http://images.amazon.com/images/P/0515134279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515134279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515134279.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95EBC6A0>,588,http://images.amazon.com/images/P/0945586051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0945586051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0945586051.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=110x160 at 0x20B95EBC278>,589,http://images.amazon.com/images/P/0385490992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385490992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385490992.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=112x160 at 0x20B95EBC828>,590,http://images.amazon.com/images/P/0385424728.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x160 at 0x20B95EBC8D0>,591,http://images.amazon.com/images/P/0312980388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312980388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312980388.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=160x159 at 0x20B95EBC978>,592,http://images.amazon.com/images/P/0590419625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590419625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590419625.01.LZZZZZZZ.jpg
